"tip_label","kingdom","phylum","class","family","genus","species","habitat_preference","num_present"
"otu_4081","Bacteria","Myxococcota","Polyangia","SG8-38","GCA-2699025","GCA-2699025 sp002699025","freshwater",4
"otu_7100","Bacteria","Myxococcota","Polyangia",NA,NA,NA,"freshwater:terrestrial",7
"otu_7597","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","terrestrial",8
"otu_16230","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","freshwater",6
"otu_7787","Bacteria","Myxococcota","Polyangia","SG8-38","GCA-2699025","GCA-2699025 sp002699025","freshwater:terrestrial",15
"otu_2720","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","freshwater",6
"otu_4354","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","freshwater",5
"otu_2035","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","freshwater",8
"otu_6696","Bacteria","Myxococcota","Polyangia",NA,NA,NA,"freshwater",8
"otu_6846","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","freshwater",5
"otu_233","Bacteria","Myxococcota","Polyangia","SG8-38","GCA-2699025","GCA-2699025 sp002699025","freshwater:terrestrial",18
"otu_5813","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","freshwater:terrestrial",9
"otu_6515","Bacteria","Myxococcota","Polyangia","Haliangiaceae","JABFXX01","JABFXX01 sp013812655","terrestrial",4
"otu_246","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","freshwater:terrestrial",8
"otu_2821","Bacteria","Myxococcota","Polyangia","Haliangiaceae",NA,NA,"freshwater",5
"otu_15677","Bacteria","Myxococcota","Polyangia","SG8-38","JAADHO01","JAADHO01 sp009992505","freshwater:terrestrial",6
"otu_15858","Bacteria","Myxococcota","Polyangia","Haliangiaceae",NA,NA,"freshwater:terrestrial",8
"otu_12100","Bacteria","Myxococcota","Polyangia","Haliangiaceae","Haliangium","Haliangium ochraceum","freshwater",4
"otu_4253","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","freshwater",6
"otu_14721","Bacteria","Myxococcota","Polyangia","Haliangiaceae",NA,NA,"freshwater",4
"otu_8396","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","freshwater:terrestrial",5
"otu_4648","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Byssovorax","Byssovorax cruenta","terrestrial",9
"otu_9173","Bacteria","Myxococcota","Polyangia","Haliangiaceae",NA,NA,"terrestrial",4
"otu_9039","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","terrestrial",5
"otu_8289","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","freshwater:terrestrial",7
"otu_7566","Bacteria","Myxococcota","Polyangia","J016","J016","J016 sp003696105","freshwater",4
"otu_9040","Bacteria","Myxococcota","Polyangia",NA,NA,NA,"freshwater:terrestrial",5
"otu_13082","Bacteria","Myxococcota","Polyangia",NA,NA,NA,"freshwater:terrestrial",4
"otu_3503","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","terrestrial",6
"otu_4199","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","freshwater:terrestrial",11
"otu_8946","Bacteria","Myxococcota","Polyangia","J016","J016","J016 sp003696105","freshwater:terrestrial",5
"otu_4012","Bacteria","Myxococcota","Polyangia","Haliangiaceae","SLNH01","SLNH01 sp007133195","freshwater:terrestrial",9
"otu_11709","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","freshwater:terrestrial",6
"otu_1875","Bacteria","Myxococcota","Polyangia","J016","J016","J016 sp003696105","freshwater:terrestrial",8
"otu_6977","Bacteria","Myxococcota","Polyangia","Haliangiaceae","Haliangium","Haliangium ochraceum","terrestrial",6
"otu_2906","Bacteria","Myxococcota","Myxococcia","Vulgatibacteraceae","ZC4RG40","ZC4RG40 sp003242475","freshwater:terrestrial",6
"otu_19240","Bacteria","Myxococcota","Polyangia","J016","J016","J016 sp003696105","freshwater:terrestrial",6
"otu_13694","Bacteria","Myxococcota","Polyangia","J016","J016","J016 sp003696105","terrestrial",6
"otu_4962","Bacteria","Myxococcota","Polyangia","J016","J016","J016 sp003696105","freshwater:terrestrial",12
"otu_11715","Bacteria","Myxococcota","Polyangia","J016","J016","J016 sp003696105","terrestrial",5
"otu_3921","Bacteria","Myxococcota","Polyangia","J016","J016","J016 sp003696105","freshwater:terrestrial",16
"otu_3315","Bacteria","Myxococcota","Polyangia","J016","J016","J016 sp003696105","freshwater:terrestrial",8
"otu_4679","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","freshwater",7
"otu_11240","Bacteria","Myxococcota","Myxococcia","Myxococcaceae","Archangium","Archangium","freshwater:terrestrial",6
"otu_12366","Bacteria","Myxococcota","Polyangia","Sandaracinaceae","Sandaracinus","Sandaracinus amylolyticus","freshwater:terrestrial",9
"otu_2955","Bacteria","Myxococcota","Polyangia",NA,NA,NA,"freshwater",7
"otu_5324","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","freshwater:terrestrial",8
"otu_7895","Bacteria","Myxococcota","Polyangia","Haliangiaceae",NA,NA,"freshwater:terrestrial",4
"otu_10032","Bacteria","Myxococcota","Polyangia","Haliangiaceae","Haliangium","Haliangium ochraceum","freshwater:terrestrial",9
"otu_1403","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","freshwater:terrestrial",17
"otu_1663","Bacteria","Myxococcota","Polyangia","Haliangiaceae",NA,NA,"freshwater:terrestrial",23
"otu_3492","Bacteria","Myxococcota","Polyangia","Haliangiaceae","Haliangium","Haliangium ochraceum","freshwater:terrestrial",11
"otu_3869","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","freshwater:terrestrial",11
"otu_6995","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","freshwater:terrestrial",10
"otu_3958","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","freshwater:terrestrial",6
"otu_22569","Bacteria","Myxococcota","Polyangia","Haliangiaceae",NA,NA,"terrestrial",5
"otu_16552","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","terrestrial",4
"otu_1569","Bacteria","Myxococcota","Polyangia","J016","J016","J016 sp003696105","terrestrial",4
"otu_1815","Bacteria","Myxococcota","Polyangia","J016","J016","J016 sp003696105","terrestrial",4
"otu_7439","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","terrestrial",5
"otu_5777","Bacteria","Myxococcota","Polyangia","Sandaracinaceae","MED-G138","MED-G138 sp004213565","freshwater:terrestrial",7
"otu_2002","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","freshwater:terrestrial",7
"otu_10161","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","terrestrial",10
"otu_5630","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix luteola","terrestrial",5
"otu_12035","Bacteria","Myxococcota","Polyangia","Sandaracinaceae","Sandaracinus","Sandaracinus amylolyticus","freshwater:terrestrial",11
"otu_11960","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","terrestrial",6
"otu_2534","Bacteria","Myxococcota","Polyangia","Haliangiaceae","Haliangium","Haliangium ochraceum","freshwater",8
"otu_10684","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","terrestrial",4
"otu_6413","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","terrestrial",4
"otu_1970","Bacteria","Myxococcota","Polyangia","Haliangiaceae","Haliangium","Haliangium ochraceum","freshwater:terrestrial",8
"otu_10151","Bacteria","Myxococcota","Polyangia","Polyangiaceae","JAAFHV01","JAAFHV01 sp013297655","freshwater",4
"otu_5478","Bacteria","Myxococcota","Myxococcia","40CM-4-68-19","CAIWCD01","CAIWCD01 sp903911145","freshwater",4
"otu_1038","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","freshwater:terrestrial",14
"otu_13454","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","freshwater",5
"otu_13919","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","freshwater",5
"otu_3583","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","terrestrial",5
"otu_7987","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","freshwater:terrestrial",7
"otu_1993","Bacteria","Myxococcota","Polyangia","Haliangiaceae","WYBA01","WYBA01 sp011526095","freshwater:terrestrial",6
"otu_2995","Bacteria","Myxococcota","Polyangia","Haliangiaceae","Haliangium","Haliangium ochraceum","freshwater",5
"otu_15317","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","freshwater:terrestrial",5
"otu_1217","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Polyangium","Polyangium sp005144635","terrestrial",4
"otu_11719","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Sorangium",NA,"terrestrial",7
"otu_1246","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Palsa-1150","Palsa-1150 sp003139415","freshwater:terrestrial",27
"otu_12054","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Polyangium","Polyangium spumosum","terrestrial",5
"otu_874","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Polyangium","Polyangium sp005144635","freshwater:terrestrial",13
"otu_19293","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Polyangium","Polyangium sp005144635","freshwater:terrestrial",4
"otu_8987","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Polyangium","Polyangium spumosum","terrestrial",6
"otu_5181","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Polyangium","Polyangium spumosum","freshwater:terrestrial",8
"otu_7041","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Sorangium","Sorangium cellulosum","freshwater",6
"otu_6358","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Sorangium","Sorangium cellulosum","freshwater",4
"otu_6228","Bacteria","Myxococcota","Polyangia","Polyangiaceae",NA,NA,"freshwater",5
"otu_5057","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Polyangium","Polyangium sp005144635","freshwater",5
"otu_11091","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Palsa-1150","Palsa-1150 sp003139415","freshwater",6
"otu_6946","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Sorangium","Sorangium cellulosum","freshwater",7
"otu_3239","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Palsa-1150","Palsa-1150 sp003139415","terrestrial",8
"otu_4276","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","freshwater:terrestrial",8
"otu_927","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","terrestrial",13
"otu_5056","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Polyangium","Polyangium spumosum","terrestrial",6
"otu_13259","Bacteria","Myxococcota","Polyangia","Ga0077539","SCUS01","SCUS01 sp004297725","terrestrial",7
"otu_4653","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Palsa-1150","Palsa-1150 sp003139415","terrestrial",10
"otu_2587","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Palsa-1150","Palsa-1150 sp003139415","terrestrial",4
"otu_8701","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix luteola","freshwater",5
"otu_4222","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Palsa-1150","Palsa-1150 sp003139415","freshwater:terrestrial",12
"otu_3704","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Palsa-1150","Palsa-1150 sp003139415","freshwater:terrestrial",6
"otu_10670","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Polyangium","Polyangium sp005144635","freshwater",5
"otu_11436","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Sorangium","Sorangium cellulosum","freshwater",5
"otu_12930","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Palsa-1150","Palsa-1150 sp003139415","terrestrial",4
"otu_3205","Bacteria","Myxococcota","Polyangia","Haliangiaceae","Haliangium","Haliangium ochraceum","freshwater:terrestrial",8
"otu_617","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Polyangium","Polyangium sp005144635","terrestrial",12
"otu_1730","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Labilithrix","Labilithrix sp001899635","terrestrial",4
"otu_3608","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Polyangium","Polyangium sp005144635","freshwater:terrestrial",4
"otu_4195","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Byssovorax","Byssovorax cruenta","freshwater:terrestrial",6
"otu_4795","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Polyangium","Polyangium fumosum","freshwater:terrestrial",5
"otu_6170","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Byssovorax","Byssovorax cruenta","freshwater:terrestrial",7
"otu_13554","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Sorangium","Sorangium cellulosum","freshwater",5
"otu_17820","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Polyangium","Polyangium sp005144635","terrestrial",6
"otu_7627","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Byssovorax","Byssovorax cruenta","freshwater",12
"otu_8629","Bacteria","Myxococcota","Polyangia","Sandaracinaceae","Sandaracinus","Sandaracinus amylolyticus","freshwater",6
"otu_9041","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Byssovorax","Byssovorax cruenta","freshwater:mud_and_shore",5
"otu_6914","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Byssovorax","Byssovorax cruenta","freshwater:terrestrial",10
"otu_16774","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Byssovorax","Byssovorax cruenta","freshwater:terrestrial",7
"otu_20954","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Byssovorax","Byssovorax cruenta","freshwater:terrestrial",5
"otu_18760","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Byssovorax","Byssovorax cruenta","terrestrial",5
"otu_11924","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Byssovorax","Byssovorax cruenta","freshwater:terrestrial",9
"otu_12269","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Polyangium","Polyangium sp005144635","freshwater:terrestrial",5
"otu_3953","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Byssovorax","Byssovorax cruenta","freshwater:terrestrial",13
"otu_13600","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","terrestrial",4
"otu_4863","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Polyangium","Polyangium fumosum","freshwater:terrestrial",4
"otu_24765","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Sorangium","Sorangium cellulosum","terrestrial",5
"otu_16417","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Minicystis","Minicystis rosea","freshwater",6
"otu_19012","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Polyangium","Polyangium fumosum","freshwater:terrestrial",5
"otu_18720","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Byssovorax","Byssovorax cruenta","freshwater",4
"otu_9818","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Sorangium","Sorangium cellulosum","freshwater",7
"otu_14096","Bacteria","Myxococcota","Polyangia","Polyangiaceae","Sorangium","Sorangium cellulosum","freshwater:terrestrial",6
"otu_2335","Bacteria","Myxococcota","Polyangia","Nannocystaceae","Plesiocystis","Plesiocystis pacifica","mud_and_shore",7
"otu_757","Bacteria","Myxococcota","Polyangia","Nannocystaceae","Enhygromyxa","Enhygromyxa salina","freshwater:mud_and_shore",7
"otu_5711","Bacteria","Myxococcota","Polyangia","Nannocystaceae","Enhygromyxa","Enhygromyxa salina","mud_and_shore",4
"otu_3333","Bacteria","Myxococcota","Polyangia","Nannocystaceae","Enhygromyxa","Enhygromyxa salina","mud_and_shore",8
"otu_58","Bacteria","Myxococcota","Polyangia","Nannocystaceae","Plesiocystis","Plesiocystis pacifica","mud_and_shore",8
"otu_5246","Bacteria","Myxococcota","Polyangia","Nannocystaceae","Plesiocystis","Plesiocystis pacifica","mud_and_shore",7
"otu_5139","Bacteria","Myxococcota","Polyangia","Nannocystaceae","Enhygromyxa","Enhygromyxa salina","mud_and_shore",5
"otu_9208","Bacteria","Myxococcota","Polyangia","Nannocystaceae","Plesiocystis","Plesiocystis pacifica","mud_and_shore",5
"otu_6399","Bacteria","Myxococcota","Polyangia","Nannocystaceae","Enhygromyxa","Enhygromyxa salina","mud_and_shore",4
"otu_12739","Bacteria","Myxococcota","Polyangia","Nannocystaceae","Nannocystis","Nannocystis sp013812955","freshwater:terrestrial",6
"otu_1704","Bacteria","Myxococcota","Polyangia","Nannocystaceae","Nannocystis","Nannocystis sp013812955","terrestrial",5
"otu_3361","Bacteria","Myxococcota","Polyangia","Nannocystaceae","Nannocystis","Nannocystis sp013812955","terrestrial",10
"otu_9108","Bacteria","Myxococcota","Polyangia","Nannocystaceae","Nannocystis","Nannocystis sp013812955","freshwater:terrestrial",12
"otu_11141","Bacteria","Myxococcota","Polyangia","Nannocystaceae","Enhygromyxa","Enhygromyxa salina","terrestrial",4
"otu_11854","Bacteria","Myxococcota","Polyangia","Nannocystaceae","Nannocystis","Nannocystis sp013812955","terrestrial",6
"otu_666","Bacteria","Myxococcota","Polyangia","Nannocystaceae","Enhygromyxa","Enhygromyxa salina","freshwater:terrestrial",8
"otu_10810","Bacteria","Myxococcota","Polyangia","Nannocystaceae","Enhygromyxa","Enhygromyxa salina","freshwater:terrestrial",11
"otu_17939","Bacteria","Myxococcota","Polyangia","Nannocystaceae","Enhygromyxa","Enhygromyxa salina","freshwater:terrestrial",7
"otu_15514","Bacteria","Myxococcota","Polyangia","Nannocystaceae","Enhygromyxa","Enhygromyxa salina","terrestrial",4
"otu_14645","Bacteria","Myxococcota","Polyangia","Nannocystaceae","Enhygromyxa","Enhygromyxa salina","freshwater:terrestrial",6
"otu_10806","Bacteria","Myxococcota","Polyangia","Nannocystaceae","Enhygromyxa","Enhygromyxa salina","freshwater:terrestrial",4
"otu_15366","Bacteria","Myxococcota","Polyangia","Nannocystaceae","Enhygromyxa","Enhygromyxa salina","terrestrial",6
"otu_422","Bacteria","Myxococcota","Polyangia","Nannocystaceae","Plesiocystis","Plesiocystis pacifica","terrestrial",4
"otu_9779","Bacteria","Myxococcota","Polyangia","Nannocystaceae","Enhygromyxa","Enhygromyxa salina","freshwater:terrestrial",8
"otu_14468","Bacteria","Myxococcota","Polyangia","Nannocystaceae","Enhygromyxa","Enhygromyxa salina","freshwater:terrestrial",7
"otu_7967","Bacteria","Myxococcota","Polyangia","Nannocystaceae","Enhygromyxa","Enhygromyxa salina","freshwater:terrestrial",8
"otu_4599","Bacteria","Myxococcota","Polyangia","Nannocystaceae","Enhygromyxa","Enhygromyxa salina","freshwater:terrestrial",19
"otu_5650","Bacteria","Myxococcota","Polyangia","Nannocystaceae","Enhygromyxa","Enhygromyxa salina","freshwater:terrestrial",5
"otu_6585","Bacteria","Myxococcota","Polyangia","Nannocystaceae","Enhygromyxa","Enhygromyxa salina","freshwater:terrestrial",9
"otu_4432","Bacteria","Myxococcota","Polyangia","Nannocystaceae","Enhygromyxa","Enhygromyxa salina","freshwater:terrestrial",11
