generation,N_shifts,logPrior,logLik,eventRate,acceptRate
24500000,34,-421.564,2016.34,34.7638,0.538
24520000,29,-375.084,2015.6,34.9263,0.536
24540000,29,-383.364,2030.43,29.1182,0.554
24560000,24,-318.179,2018.54,25.2793,0.509
24580000,22,-313.295,2026.83,21.7011,0.525333
24600000,28,-368.741,1997.23,30.278,0.51
24620000,27,-363.684,1998.6,31.2791,0.52025
24640000,28,-361.768,2042.63,29.0921,0.525
24660000,24,-314.035,1979.41,21.1994,0.4973
24680000,31,-397.901,1979.53,40.4605,0.5395
24700000,28,-368.264,1986.98,24.7486,0.527
24720000,22,-294.506,1992.46,18.4363,0.494
24740000,25,-332.042,1993.13,17.8637,0.505
24760000,27,-346.29,1988.78,40.534,0.517
24780000,25,-325.31,1987.73,29.6311,0.51
24800000,29,-378.791,2021.93,27.869,0.532714
24820000,29,-375.118,2019.93,32.0859,0.529
24840000,31,-391.776,2003.42,30.4126,0.54
24860000,30,-390.957,2023.42,36.4116,0.5
24880000,27,-353.09,2011.53,34.9331,0.533
24900000,26,-336.212,1993.97,29.9619,0.486
24920000,36,-434.815,2006.07,32.9291,0.549
24940000,31,-399.947,2006.46,34.9817,0.537
24960000,30,-385.765,2021.68,37.9554,0.512
24980000,33,-398.977,1990.48,21.5068,0.533
25000000,28,-355.352,2003.76,31.4768,0.544
25020000,28,-359.691,2017.98,22.1235,0.5005
25040000,23,-312.922,2000,22.6058,0.509917
25060000,22,-289.428,1998.72,21.2447,0.482
25080000,31,-381.831,2010.79,39.3643,0.518
25100000,22,-288.889,1996.14,18.5613,0.462
25120000,26,-331.139,2018.41,31.1971,0.506
25140000,31,-384.291,1992.43,26.7164,0.528
25160000,29,-362.309,2009.34,22.6293,0.503
25180000,30,-389.941,2010.43,27.818,0.497667
25200000,26,-337.162,2005.8,30.0427,0.477
25220000,30,-382.234,2016.09,32.4058,0.506
25240000,28,-365.131,2046.34,22.9144,0.509
25260000,30,-386.998,2018.06,34.2736,0.522357
25280000,29,-376.694,2014.98,38.4906,0.527333
